,cell_type,sex,ann_finest_level,count
5498,lung macrophage,female,Goblet (nasal),0
5499,lung macrophage,female,Goblet (bronchial),0
5500,lung macrophage,female,Goblet (subsegmental),0
5501,lung macrophage,female,AT0,0
5502,lung macrophage,female,pre-TB secretory,0
5503,lung macrophage,female,Ionocyte,0
5504,lung macrophage,female,Tuft,0
5505,lung macrophage,female,Neuroendocrine,0
5506,lung macrophage,female,SMG serous (nasal),0
5507,lung macrophage,female,SMG serous (bronchial),0
5508,lung macrophage,female,SMG mucous,0
5509,lung macrophage,female,SMG duct,0
5510,lung macrophage,female,AT1,0
5511,lung macrophage,female,AT2,0
5512,lung macrophage,female,AT2 proliferating,0
5513,lung macrophage,female,EC arterial,0
5514,lung macrophage,female,EC aerocyte capillary,0
5515,lung macrophage,female,EC general capillary,0
5516,lung macrophage,female,EC venous systemic,0
5517,lung macrophage,female,EC venous pulmonary,0
5518,lung macrophage,female,Lymphatic EC mature,0
5519,lung macrophage,female,Lymphatic EC proliferating,0
5520,lung macrophage,female,Lymphatic EC differentiating,0
5521,lung macrophage,female,Peribronchial fibroblasts,0
5522,lung macrophage,female,Adventitial fibroblasts,0
5523,lung macrophage,female,Alveolar fibroblasts,0
5524,lung macrophage,female,Pericytes,0
5525,lung macrophage,female,Subpleural fibroblasts,0
5526,lung macrophage,female,Myofibroblasts,0
5527,lung macrophage,female,Smooth muscle,0
5528,lung macrophage,female,Smooth muscle FAM83D+,0
5529,lung macrophage,female,SM activated stress response,0
5530,lung macrophage,female,Mesothelium,0
5531,lung macrophage,female,Hematopoietic stem cells,0
5532,lung macrophage,female,B cells,0
5533,lung macrophage,female,Plasma cells,0
5534,lung macrophage,female,CD4 T cells,0
5535,lung macrophage,female,CD8 T cells,0
5536,lung macrophage,female,T cells proliferating,0
5537,lung macrophage,female,NK cells,0
5538,lung macrophage,female,DC1,0
5539,lung macrophage,female,DC2,0
5540,lung macrophage,female,Migratory DCs,0
5541,lung macrophage,female,Plasmacytoid DCs,0
5542,lung macrophage,female,Alveolar macrophages,0
5543,lung macrophage,female,Alveolar Mph CCL3+,0
5544,lung macrophage,female,Alveolar Mph MT-positive,0
5545,lung macrophage,female,Alveolar Mph proliferating,0
5546,lung macrophage,female,Monocyte-derived Mph,0
5547,lung macrophage,female,Interstitial Mph perivascular,837
5548,lung macrophage,female,Classical monocytes,0
5549,lung macrophage,female,Non-classical monocytes,0
5550,lung macrophage,female,Mast cells,0
5551,lung macrophage,male,Basal resting,0
5552,lung macrophage,male,Suprabasal,0
5553,lung macrophage,male,Hillock-like,0
5554,lung macrophage,male,Deuterosomal,0
5555,lung macrophage,male,Multiciliated (nasal),0
5556,lung macrophage,male,Multiciliated (non-nasal),0
5557,lung macrophage,male,Club (non-nasal),0
5558,lung macrophage,male,Club (nasal),0
5559,lung macrophage,male,Goblet (nasal),0
5560,lung macrophage,male,Goblet (bronchial),0
5561,lung macrophage,male,Goblet (subsegmental),0
5562,lung macrophage,male,AT0,0
5563,lung macrophage,male,pre-TB secretory,0
5564,lung macrophage,male,Ionocyte,0
5565,lung macrophage,male,Tuft,0
5566,lung macrophage,male,Neuroendocrine,0
5567,lung macrophage,male,SMG serous (nasal),0
5568,lung macrophage,male,SMG serous (bronchial),0
5569,lung macrophage,male,SMG mucous,0
5570,lung macrophage,male,SMG duct,0
5571,lung macrophage,male,AT1,0
5572,lung macrophage,male,AT2,0
5573,lung macrophage,male,AT2 proliferating,0
5574,lung macrophage,male,EC arterial,0
5575,lung macrophage,male,EC aerocyte capillary,0
5576,lung macrophage,male,EC general capillary,0
5577,lung macrophage,male,EC venous systemic,0
5578,lung macrophage,male,EC venous pulmonary,0
5579,lung macrophage,male,Lymphatic EC mature,0
5580,lung macrophage,male,Lymphatic EC proliferating,0
5581,lung macrophage,male,Lymphatic EC differentiating,0
5582,lung macrophage,male,Peribronchial fibroblasts,0
5583,lung macrophage,male,Adventitial fibroblasts,0
5584,lung macrophage,male,Alveolar fibroblasts,0
5585,lung macrophage,male,Pericytes,0
5586,lung macrophage,male,Subpleural fibroblasts,0
5587,lung macrophage,male,Myofibroblasts,0
5588,lung macrophage,male,Smooth muscle,0
5589,lung macrophage,male,Smooth muscle FAM83D+,0
5590,lung macrophage,male,SM activated stress response,0
5591,lung macrophage,male,Mesothelium,0
5592,lung macrophage,male,Hematopoietic stem cells,0
5593,lung macrophage,male,B cells,0
5594,lung macrophage,male,Plasma cells,0
5595,lung macrophage,male,CD4 T cells,0
5596,lung macrophage,male,CD8 T cells,0
5597,lung macrophage,male,T cells proliferating,0
5598,lung macrophage,male,NK cells,0
5599,lung macrophage,male,DC1,0
5600,lung macrophage,male,DC2,0
5601,lung macrophage,male,Migratory DCs,0
5602,lung macrophage,male,Plasmacytoid DCs,0
5603,lung macrophage,male,Alveolar macrophages,0
5604,lung macrophage,male,Alveolar Mph CCL3+,0
5605,lung macrophage,male,Alveolar Mph MT-positive,0
5606,lung macrophage,male,Alveolar Mph proliferating,0
5607,lung macrophage,male,Monocyte-derived Mph,0
5608,lung macrophage,male,Interstitial Mph perivascular,3968
5609,lung macrophage,male,Classical monocytes,0
5610,lung macrophage,male,Non-classical monocytes,0
5611,lung macrophage,male,Mast cells,0
5612,bronchus fibroblast of lung,female,Basal resting,0
5613,bronchus fibroblast of lung,female,Suprabasal,0
5614,bronchus fibroblast of lung,female,Hillock-like,0
5615,bronchus fibroblast of lung,female,Deuterosomal,0
5616,bronchus fibroblast of lung,female,Multiciliated (nasal),0
5617,bronchus fibroblast of lung,female,Multiciliated (non-nasal),0
5618,bronchus fibroblast of lung,female,Club (non-nasal),0
5619,bronchus fibroblast of lung,female,Club (nasal),0
5620,bronchus fibroblast of lung,female,Goblet (nasal),0
5621,bronchus fibroblast of lung,female,Goblet (bronchial),0
5622,bronchus fibroblast of lung,female,Goblet (subsegmental),0
5623,bronchus fibroblast of lung,female,AT0,0
5624,bronchus fibroblast of lung,female,pre-TB secretory,0
5625,bronchus fibroblast of lung,female,Ionocyte,0
5626,bronchus fibroblast of lung,female,Tuft,0
5627,bronchus fibroblast of lung,female,Neuroendocrine,0
5628,bronchus fibroblast of lung,female,SMG serous (nasal),0
5629,bronchus fibroblast of lung,female,SMG serous (bronchial),0
5630,bronchus fibroblast of lung,female,SMG mucous,0
5631,bronchus fibroblast of lung,female,SMG duct,0
5632,bronchus fibroblast of lung,female,AT1,0
5633,bronchus fibroblast of lung,female,AT2,0
5634,bronchus fibroblast of lung,female,AT2 proliferating,0
5635,bronchus fibroblast of lung,female,EC arterial,0
5636,bronchus fibroblast of lung,female,EC aerocyte capillary,0
5637,bronchus fibroblast of lung,female,EC general capillary,0
5638,bronchus fibroblast of lung,female,EC venous systemic,0
5639,bronchus fibroblast of lung,female,EC venous pulmonary,0
5640,bronchus fibroblast of lung,female,Lymphatic EC mature,0
5641,bronchus fibroblast of lung,female,Lymphatic EC proliferating,0
5642,bronchus fibroblast of lung,female,Lymphatic EC differentiating,0
5643,bronchus fibroblast of lung,female,Peribronchial fibroblasts,499
5644,bronchus fibroblast of lung,female,Adventitial fibroblasts,0
5645,bronchus fibroblast of lung,female,Alveolar fibroblasts,0
5646,bronchus fibroblast of lung,female,Pericytes,0
5647,bronchus fibroblast of lung,female,Subpleural fibroblasts,0
5648,bronchus fibroblast of lung,female,Myofibroblasts,0
5649,bronchus fibroblast of lung,female,Smooth muscle,0
5650,bronchus fibroblast of lung,female,Smooth muscle FAM83D+,0
5651,bronchus fibroblast of lung,female,SM activated stress response,0
5652,bronchus fibroblast of lung,female,Mesothelium,0
5653,bronchus fibroblast of lung,female,Hematopoietic stem cells,0
5654,bronchus fibroblast of lung,female,B cells,0
5655,bronchus fibroblast of lung,female,Plasma cells,0
5656,bronchus fibroblast of lung,female,CD4 T cells,0
5657,bronchus fibroblast of lung,female,CD8 T cells,0
5658,bronchus fibroblast of lung,female,T cells proliferating,0
5659,bronchus fibroblast of lung,female,NK cells,0
5660,bronchus fibroblast of lung,female,DC1,0
5661,bronchus fibroblast of lung,female,DC2,0
5662,bronchus fibroblast of lung,female,Migratory DCs,0
5663,bronchus fibroblast of lung,female,Plasmacytoid DCs,0
5664,bronchus fibroblast of lung,female,Alveolar macrophages,0
5665,bronchus fibroblast of lung,female,Alveolar Mph CCL3+,0
5666,bronchus fibroblast of lung,female,Alveolar Mph MT-positive,0
5667,bronchus fibroblast of lung,female,Alveolar Mph proliferating,0
5668,bronchus fibroblast of lung,female,Monocyte-derived Mph,0
5669,bronchus fibroblast of lung,female,Interstitial Mph perivascular,0
5670,bronchus fibroblast of lung,female,Classical monocytes,0
5671,bronchus fibroblast of lung,female,Non-classical monocytes,0
5672,bronchus fibroblast of lung,female,Mast cells,0
5673,bronchus fibroblast of lung,male,Basal resting,0
5674,bronchus fibroblast of lung,male,Suprabasal,0
5675,bronchus fibroblast of lung,male,Hillock-like,0
5676,bronchus fibroblast of lung,male,Deuterosomal,0
5677,bronchus fibroblast of lung,male,Multiciliated (nasal),0
5678,bronchus fibroblast of lung,male,Multiciliated (non-nasal),0
5679,bronchus fibroblast of lung,male,Club (non-nasal),0
5680,bronchus fibroblast of lung,male,Club (nasal),0
5681,bronchus fibroblast of lung,male,Goblet (nasal),0
5682,bronchus fibroblast of lung,male,Goblet (bronchial),0
5683,bronchus fibroblast of lung,male,Goblet (subsegmental),0
5684,bronchus fibroblast of lung,male,AT0,0
5685,bronchus fibroblast of lung,male,pre-TB secretory,0
5686,bronchus fibroblast of lung,male,Ionocyte,0
5687,bronchus fibroblast of lung,male,Tuft,0
5688,bronchus fibroblast of lung,male,Neuroendocrine,0
5689,bronchus fibroblast of lung,male,SMG serous (nasal),0
5690,bronchus fibroblast of lung,male,SMG serous (bronchial),0
5691,bronchus fibroblast of lung,male,SMG mucous,0
5692,bronchus fibroblast of lung,male,SMG duct,0
5693,bronchus fibroblast of lung,male,AT1,0
5694,bronchus fibroblast of lung,male,AT2,0
5695,bronchus fibroblast of lung,male,AT2 proliferating,0
5696,bronchus fibroblast of lung,male,EC arterial,0
5697,bronchus fibroblast of lung,male,EC aerocyte capillary,0
5698,bronchus fibroblast of lung,male,EC general capillary,0
5699,bronchus fibroblast of lung,male,EC venous systemic,0
5700,bronchus fibroblast of lung,male,EC venous pulmonary,0
5701,bronchus fibroblast of lung,male,Lymphatic EC mature,0
5702,bronchus fibroblast of lung,male,Lymphatic EC proliferating,0
5703,bronchus fibroblast of lung,male,Lymphatic EC differentiating,0
5704,bronchus fibroblast of lung,male,Peribronchial fibroblasts,1074
5705,bronchus fibroblast of lung,male,Adventitial fibroblasts,0
5706,bronchus fibroblast of lung,male,Alveolar fibroblasts,0
5707,bronchus fibroblast of lung,male,Pericytes,0
5708,bronchus fibroblast of lung,male,Subpleural fibroblasts,0
5709,bronchus fibroblast of lung,male,Myofibroblasts,0
5710,bronchus fibroblast of lung,male,Smooth muscle,0
5711,bronchus fibroblast of lung,male,Smooth muscle FAM83D+,0
5712,bronchus fibroblast of lung,male,SM activated stress response,0
5713,bronchus fibroblast of lung,male,Mesothelium,0
5714,bronchus fibroblast of lung,male,Hematopoietic stem cells,0
5715,bronchus fibroblast of lung,male,B cells,0
5716,bronchus fibroblast of lung,male,Plasma cells,0
5717,bronchus fibroblast of lung,male,CD4 T cells,0
5718,bronchus fibroblast of lung,male,CD8 T cells,0
5719,bronchus fibroblast of lung,male,T cells proliferating,0
5720,bronchus fibroblast of lung,male,NK cells,0
5721,bronchus fibroblast of lung,male,DC1,0
5722,bronchus fibroblast of lung,male,DC2,0
5723,bronchus fibroblast of lung,male,Migratory DCs,0
5724,bronchus fibroblast of lung,male,Plasmacytoid DCs,0
5725,bronchus fibroblast of lung,male,Alveolar macrophages,0
5726,bronchus fibroblast of lung,male,Alveolar Mph CCL3+,0
5727,bronchus fibroblast of lung,male,Alveolar Mph MT-positive,0
5728,bronchus fibroblast of lung,male,Alveolar Mph proliferating,0
5729,bronchus fibroblast of lung,male,Monocyte-derived Mph,0
5730,bronchus fibroblast of lung,male,Interstitial Mph perivascular,0
5731,bronchus fibroblast of lung,male,Classical monocytes,0
5732,bronchus fibroblast of lung,male,Non-classical monocytes,0
5733,bronchus fibroblast of lung,male,Mast cells,0
5734,alveolar type 1 fibroblast cell,female,Basal resting,0
5735,alveolar type 1 fibroblast cell,female,Suprabasal,0
5736,alveolar type 1 fibroblast cell,female,Hillock-like,0
5737,alveolar type 1 fibroblast cell,female,Deuterosomal,0
5738,alveolar type 1 fibroblast cell,female,Multiciliated (nasal),0
5739,alveolar type 1 fibroblast cell,female,Multiciliated (non-nasal),0
5740,alveolar type 1 fibroblast cell,female,Club (non-nasal),0
5741,alveolar type 1 fibroblast cell,female,Club (nasal),0
5742,alveolar type 1 fibroblast cell,female,Goblet (nasal),0
5743,alveolar type 1 fibroblast cell,female,Goblet (bronchial),0
5744,alveolar type 1 fibroblast cell,female,Goblet (subsegmental),0
5745,alveolar type 1 fibroblast cell,female,AT0,0
5746,alveolar type 1 fibroblast cell,female,pre-TB secretory,0
5747,alveolar type 1 fibroblast cell,female,Ionocyte,0
5748,alveolar type 1 fibroblast cell,female,Tuft,0
5749,alveolar type 1 fibroblast cell,female,Neuroendocrine,0
5750,alveolar type 1 fibroblast cell,female,SMG serous (nasal),0
5751,alveolar type 1 fibroblast cell,female,SMG serous (bronchial),0
5752,alveolar type 1 fibroblast cell,female,SMG mucous,0
5753,alveolar type 1 fibroblast cell,female,SMG duct,0
5754,alveolar type 1 fibroblast cell,female,AT1,0
5755,alveolar type 1 fibroblast cell,female,AT2,0
5756,alveolar type 1 fibroblast cell,female,AT2 proliferating,0
5757,alveolar type 1 fibroblast cell,female,EC arterial,0
5758,alveolar type 1 fibroblast cell,female,EC aerocyte capillary,0
5759,alveolar type 1 fibroblast cell,female,EC general capillary,0
5760,alveolar type 1 fibroblast cell,female,EC venous systemic,0
5761,alveolar type 1 fibroblast cell,female,EC venous pulmonary,0
5762,alveolar type 1 fibroblast cell,female,Lymphatic EC mature,0
5763,alveolar type 1 fibroblast cell,female,Lymphatic EC proliferating,0
5764,alveolar type 1 fibroblast cell,female,Lymphatic EC differentiating,0
5765,alveolar type 1 fibroblast cell,female,Peribronchial fibroblasts,0
5766,alveolar type 1 fibroblast cell,female,Adventitial fibroblasts,0
5767,alveolar type 1 fibroblast cell,female,Alveolar fibroblasts,2228
5768,alveolar type 1 fibroblast cell,female,Pericytes,0
5769,alveolar type 1 fibroblast cell,female,Subpleural fibroblasts,0
5770,alveolar type 1 fibroblast cell,female,Myofibroblasts,0
5771,alveolar type 1 fibroblast cell,female,Smooth muscle,0
5772,alveolar type 1 fibroblast cell,female,Smooth muscle FAM83D+,0
5773,alveolar type 1 fibroblast cell,female,SM activated stress response,0
5774,alveolar type 1 fibroblast cell,female,Mesothelium,0
5775,alveolar type 1 fibroblast cell,female,Hematopoietic stem cells,0
5776,alveolar type 1 fibroblast cell,female,B cells,0
5777,alveolar type 1 fibroblast cell,female,Plasma cells,0
5778,alveolar type 1 fibroblast cell,female,CD4 T cells,0
5779,alveolar type 1 fibroblast cell,female,CD8 T cells,0
5780,alveolar type 1 fibroblast cell,female,T cells proliferating,0
5781,alveolar type 1 fibroblast cell,female,NK cells,0
5782,alveolar type 1 fibroblast cell,female,DC1,0
5783,alveolar type 1 fibroblast cell,female,DC2,0
5784,alveolar type 1 fibroblast cell,female,Migratory DCs,0
5785,alveolar type 1 fibroblast cell,female,Plasmacytoid DCs,0
5786,alveolar type 1 fibroblast cell,female,Alveolar macrophages,0
5787,alveolar type 1 fibroblast cell,female,Alveolar Mph CCL3+,0
5788,alveolar type 1 fibroblast cell,female,Alveolar Mph MT-positive,0
5789,alveolar type 1 fibroblast cell,female,Alveolar Mph proliferating,0
5790,alveolar type 1 fibroblast cell,female,Monocyte-derived Mph,0
5791,alveolar type 1 fibroblast cell,female,Interstitial Mph perivascular,0
5792,alveolar type 1 fibroblast cell,female,Classical monocytes,0
5793,alveolar type 1 fibroblast cell,female,Non-classical monocytes,0
5794,alveolar type 1 fibroblast cell,female,Mast cells,0
5795,alveolar type 1 fibroblast cell,male,Basal resting,0
5796,alveolar type 1 fibroblast cell,male,Suprabasal,0
5797,alveolar type 1 fibroblast cell,male,Hillock-like,0
5798,alveolar type 1 fibroblast cell,male,Deuterosomal,0
5799,alveolar type 1 fibroblast cell,male,Multiciliated (nasal),0
5800,alveolar type 1 fibroblast cell,male,Multiciliated (non-nasal),0
