cell_type,ann_level_1,ann_level_5,0
lung macrophage,Immune,Club (non-nasal),0
lung macrophage,Immune,Goblet (bronchial),0
lung macrophage,Immune,Goblet (nasal),0
lung macrophage,Immune,Goblet (subsegmental),0
lung macrophage,Immune,Interstitial Mph perivascular,4805
lung macrophage,Immune,Monocyte-derived Mph,0
lung macrophage,Immune,Multiciliated (nasal),0
lung macrophage,Immune,Multiciliated (non-nasal),0
lung macrophage,Immune,None,0
lung macrophage,Immune,SMG serous (bronchial),0
lung macrophage,Immune,SMG serous (nasal),0
lung macrophage,Immune,pre-TB secretory,0
lung macrophage,Stroma,AT0,0
lung macrophage,Stroma,Alveolar Mph CCL3+,0
lung macrophage,Stroma,Alveolar Mph MT-positive,0
lung macrophage,Stroma,Alveolar Mph proliferating,0
lung macrophage,Stroma,Club (nasal),0
lung macrophage,Stroma,Club (non-nasal),0
lung macrophage,Stroma,Goblet (bronchial),0
lung macrophage,Stroma,Goblet (nasal),0
lung macrophage,Stroma,Goblet (subsegmental),0
lung macrophage,Stroma,Interstitial Mph perivascular,0
lung macrophage,Stroma,Monocyte-derived Mph,0
lung macrophage,Stroma,Multiciliated (nasal),0
lung macrophage,Stroma,Multiciliated (non-nasal),0
lung macrophage,Stroma,None,0
lung macrophage,Stroma,SMG serous (bronchial),0
lung macrophage,Stroma,SMG serous (nasal),0
lung macrophage,Stroma,pre-TB secretory,0
bronchus fibroblast of lung,Endothelial,AT0,0
bronchus fibroblast of lung,Endothelial,Alveolar Mph CCL3+,0
bronchus fibroblast of lung,Endothelial,Alveolar Mph MT-positive,0
bronchus fibroblast of lung,Endothelial,Alveolar Mph proliferating,0
bronchus fibroblast of lung,Endothelial,Club (nasal),0
bronchus fibroblast of lung,Endothelial,Club (non-nasal),0
bronchus fibroblast of lung,Endothelial,Goblet (bronchial),0
bronchus fibroblast of lung,Endothelial,Goblet (nasal),0
bronchus fibroblast of lung,Endothelial,Goblet (subsegmental),0
bronchus fibroblast of lung,Endothelial,Interstitial Mph perivascular,0
bronchus fibroblast of lung,Endothelial,Monocyte-derived Mph,0
bronchus fibroblast of lung,Endothelial,Multiciliated (nasal),0
bronchus fibroblast of lung,Endothelial,Multiciliated (non-nasal),0
bronchus fibroblast of lung,Endothelial,None,0
bronchus fibroblast of lung,Endothelial,SMG serous (bronchial),0
bronchus fibroblast of lung,Endothelial,SMG serous (nasal),0
bronchus fibroblast of lung,Endothelial,pre-TB secretory,0
bronchus fibroblast of lung,Epithelial,AT0,0
bronchus fibroblast of lung,Epithelial,Alveolar Mph CCL3+,0
bronchus fibroblast of lung,Epithelial,Alveolar Mph MT-positive,0
bronchus fibroblast of lung,Epithelial,Alveolar Mph proliferating,0
bronchus fibroblast of lung,Epithelial,Club (nasal),0
bronchus fibroblast of lung,Epithelial,Club (non-nasal),0
bronchus fibroblast of lung,Epithelial,Goblet (bronchial),0
bronchus fibroblast of lung,Epithelial,Goblet (nasal),0
bronchus fibroblast of lung,Epithelial,Goblet (subsegmental),0
bronchus fibroblast of lung,Epithelial,Interstitial Mph perivascular,0
bronchus fibroblast of lung,Epithelial,Monocyte-derived Mph,0
bronchus fibroblast of lung,Epithelial,Multiciliated (nasal),0
bronchus fibroblast of lung,Epithelial,Multiciliated (non-nasal),0
bronchus fibroblast of lung,Epithelial,None,0
bronchus fibroblast of lung,Epithelial,SMG serous (bronchial),0
bronchus fibroblast of lung,Epithelial,SMG serous (nasal),0
bronchus fibroblast of lung,Epithelial,pre-TB secretory,0
bronchus fibroblast of lung,Immune,AT0,0
bronchus fibroblast of lung,Immune,Alveolar Mph CCL3+,0
bronchus fibroblast of lung,Immune,Alveolar Mph MT-positive,0
bronchus fibroblast of lung,Immune,Alveolar Mph proliferating,0
bronchus fibroblast of lung,Immune,Club (nasal),0
bronchus fibroblast of lung,Immune,Club (non-nasal),0
bronchus fibroblast of lung,Immune,Goblet (bronchial),0
bronchus fibroblast of lung,Immune,Goblet (nasal),0
bronchus fibroblast of lung,Immune,Goblet (subsegmental),0
bronchus fibroblast of lung,Immune,Interstitial Mph perivascular,0
bronchus fibroblast of lung,Immune,Monocyte-derived Mph,0
bronchus fibroblast of lung,Immune,Multiciliated (nasal),0
bronchus fibroblast of lung,Immune,Multiciliated (non-nasal),0
bronchus fibroblast of lung,Immune,None,0
bronchus fibroblast of lung,Immune,SMG serous (bronchial),0
bronchus fibroblast of lung,Immune,SMG serous (nasal),0
bronchus fibroblast of lung,Immune,pre-TB secretory,0
bronchus fibroblast of lung,Stroma,AT0,0
bronchus fibroblast of lung,Stroma,Alveolar Mph CCL3+,0
bronchus fibroblast of lung,Stroma,Alveolar Mph MT-positive,0
bronchus fibroblast of lung,Stroma,Alveolar Mph proliferating,0
bronchus fibroblast of lung,Stroma,Club (nasal),0
bronchus fibroblast of lung,Stroma,Club (non-nasal),0
bronchus fibroblast of lung,Stroma,Goblet (bronchial),0
bronchus fibroblast of lung,Stroma,Goblet (nasal),0
bronchus fibroblast of lung,Stroma,Goblet (subsegmental),0
bronchus fibroblast of lung,Stroma,Interstitial Mph perivascular,0
bronchus fibroblast of lung,Stroma,Monocyte-derived Mph,0
bronchus fibroblast of lung,Stroma,Multiciliated (nasal),0
bronchus fibroblast of lung,Stroma,Multiciliated (non-nasal),0
bronchus fibroblast of lung,Stroma,None,1573
bronchus fibroblast of lung,Stroma,SMG serous (bronchial),0
bronchus fibroblast of lung,Stroma,SMG serous (nasal),0
bronchus fibroblast of lung,Stroma,pre-TB secretory,0
alveolar type 1 fibroblast cell,Endothelial,AT0,0
alveolar type 1 fibroblast cell,Endothelial,Alveolar Mph CCL3+,0
alveolar type 1 fibroblast cell,Endothelial,Alveolar Mph MT-positive,0
alveolar type 1 fibroblast cell,Endothelial,Alveolar Mph proliferating,0
alveolar type 1 fibroblast cell,Endothelial,Club (nasal),0
alveolar type 1 fibroblast cell,Endothelial,Club (non-nasal),0
alveolar type 1 fibroblast cell,Endothelial,Goblet (bronchial),0
alveolar type 1 fibroblast cell,Endothelial,Goblet (nasal),0
alveolar type 1 fibroblast cell,Endothelial,Goblet (subsegmental),0
alveolar type 1 fibroblast cell,Endothelial,Interstitial Mph perivascular,0
alveolar type 1 fibroblast cell,Endothelial,Monocyte-derived Mph,0
alveolar type 1 fibroblast cell,Endothelial,Multiciliated (nasal),0
alveolar type 1 fibroblast cell,Endothelial,Multiciliated (non-nasal),0
alveolar type 1 fibroblast cell,Endothelial,None,0
alveolar type 1 fibroblast cell,Endothelial,SMG serous (bronchial),0
alveolar type 1 fibroblast cell,Endothelial,SMG serous (nasal),0
alveolar type 1 fibroblast cell,Endothelial,pre-TB secretory,0
alveolar type 1 fibroblast cell,Epithelial,AT0,0
alveolar type 1 fibroblast cell,Epithelial,Alveolar Mph CCL3+,0
alveolar type 1 fibroblast cell,Epithelial,Alveolar Mph MT-positive,0
alveolar type 1 fibroblast cell,Epithelial,Alveolar Mph proliferating,0
alveolar type 1 fibroblast cell,Epithelial,Club (nasal),0
alveolar type 1 fibroblast cell,Epithelial,Club (non-nasal),0
alveolar type 1 fibroblast cell,Epithelial,Goblet (bronchial),0
alveolar type 1 fibroblast cell,Epithelial,Goblet (nasal),0
alveolar type 1 fibroblast cell,Epithelial,Goblet (subsegmental),0
alveolar type 1 fibroblast cell,Epithelial,Interstitial Mph perivascular,0
alveolar type 1 fibroblast cell,Epithelial,Monocyte-derived Mph,0
alveolar type 1 fibroblast cell,Epithelial,Multiciliated (nasal),0
alveolar type 1 fibroblast cell,Epithelial,Multiciliated (non-nasal),0
alveolar type 1 fibroblast cell,Epithelial,None,0
alveolar type 1 fibroblast cell,Epithelial,SMG serous (bronchial),0
alveolar type 1 fibroblast cell,Epithelial,SMG serous (nasal),0
alveolar type 1 fibroblast cell,Epithelial,pre-TB secretory,0
alveolar type 1 fibroblast cell,Immune,AT0,0
alveolar type 1 fibroblast cell,Immune,Alveolar Mph CCL3+,0
alveolar type 1 fibroblast cell,Immune,Alveolar Mph MT-positive,0
alveolar type 1 fibroblast cell,Immune,Alveolar Mph proliferating,0
alveolar type 1 fibroblast cell,Immune,Club (nasal),0
alveolar type 1 fibroblast cell,Immune,Club (non-nasal),0
alveolar type 1 fibroblast cell,Immune,Goblet (bronchial),0
alveolar type 1 fibroblast cell,Immune,Goblet (nasal),0
alveolar type 1 fibroblast cell,Immune,Goblet (subsegmental),0
alveolar type 1 fibroblast cell,Immune,Interstitial Mph perivascular,0
alveolar type 1 fibroblast cell,Immune,Monocyte-derived Mph,0
alveolar type 1 fibroblast cell,Immune,Multiciliated (nasal),0
alveolar type 1 fibroblast cell,Immune,Multiciliated (non-nasal),0
alveolar type 1 fibroblast cell,Immune,None,0
alveolar type 1 fibroblast cell,Immune,SMG serous (bronchial),0
alveolar type 1 fibroblast cell,Immune,SMG serous (nasal),0
alveolar type 1 fibroblast cell,Immune,pre-TB secretory,0
alveolar type 1 fibroblast cell,Stroma,AT0,0
alveolar type 1 fibroblast cell,Stroma,Alveolar Mph CCL3+,0
alveolar type 1 fibroblast cell,Stroma,Alveolar Mph MT-positive,0
alveolar type 1 fibroblast cell,Stroma,Alveolar Mph proliferating,0
alveolar type 1 fibroblast cell,Stroma,Club (nasal),0
alveolar type 1 fibroblast cell,Stroma,Club (non-nasal),0
alveolar type 1 fibroblast cell,Stroma,Goblet (bronchial),0
alveolar type 1 fibroblast cell,Stroma,Goblet (nasal),0
alveolar type 1 fibroblast cell,Stroma,Goblet (subsegmental),0
alveolar type 1 fibroblast cell,Stroma,Interstitial Mph perivascular,0
alveolar type 1 fibroblast cell,Stroma,Monocyte-derived Mph,0
alveolar type 1 fibroblast cell,Stroma,Multiciliated (nasal),0
alveolar type 1 fibroblast cell,Stroma,Multiciliated (non-nasal),0
alveolar type 1 fibroblast cell,Stroma,None,5182
alveolar type 1 fibroblast cell,Stroma,SMG serous (bronchial),0
alveolar type 1 fibroblast cell,Stroma,SMG serous (nasal),0
alveolar type 1 fibroblast cell,Stroma,pre-TB secretory,0
alveolar type 2 fibroblast cell,Endothelial,AT0,0
alveolar type 2 fibroblast cell,Endothelial,Alveolar Mph CCL3+,0
alveolar type 2 fibroblast cell,Endothelial,Alveolar Mph MT-positive,0
alveolar type 2 fibroblast cell,Endothelial,Alveolar Mph proliferating,0
alveolar type 2 fibroblast cell,Endothelial,Club (nasal),0
alveolar type 2 fibroblast cell,Endothelial,Club (non-nasal),0
alveolar type 2 fibroblast cell,Endothelial,Goblet (bronchial),0
alveolar type 2 fibroblast cell,Endothelial,Goblet (nasal),0
alveolar type 2 fibroblast cell,Endothelial,Goblet (subsegmental),0
alveolar type 2 fibroblast cell,Endothelial,Interstitial Mph perivascular,0
alveolar type 2 fibroblast cell,Endothelial,Monocyte-derived Mph,0
alveolar type 2 fibroblast cell,Endothelial,Multiciliated (nasal),0
alveolar type 2 fibroblast cell,Endothelial,Multiciliated (non-nasal),0
alveolar type 2 fibroblast cell,Endothelial,None,0
alveolar type 2 fibroblast cell,Endothelial,SMG serous (bronchial),0
alveolar type 2 fibroblast cell,Endothelial,SMG serous (nasal),0
alveolar type 2 fibroblast cell,Endothelial,pre-TB secretory,0
alveolar type 2 fibroblast cell,Epithelial,AT0,0
alveolar type 2 fibroblast cell,Epithelial,Alveolar Mph CCL3+,0
alveolar type 2 fibroblast cell,Epithelial,Alveolar Mph MT-positive,0
alveolar type 2 fibroblast cell,Epithelial,Alveolar Mph proliferating,0
alveolar type 2 fibroblast cell,Epithelial,Club (nasal),0
alveolar type 2 fibroblast cell,Epithelial,Club (non-nasal),0
alveolar type 2 fibroblast cell,Epithelial,Goblet (bronchial),0
alveolar type 2 fibroblast cell,Epithelial,Goblet (nasal),0
alveolar type 2 fibroblast cell,Epithelial,Goblet (subsegmental),0
alveolar type 2 fibroblast cell,Epithelial,Interstitial Mph perivascular,0
alveolar type 2 fibroblast cell,Epithelial,Monocyte-derived Mph,0
alveolar type 2 fibroblast cell,Epithelial,Multiciliated (nasal),0
alveolar type 2 fibroblast cell,Epithelial,Multiciliated (non-nasal),0
alveolar type 2 fibroblast cell,Epithelial,None,0
alveolar type 2 fibroblast cell,Epithelial,SMG serous (bronchial),0
alveolar type 2 fibroblast cell,Epithelial,SMG serous (nasal),0
alveolar type 2 fibroblast cell,Epithelial,pre-TB secretory,0
alveolar type 2 fibroblast cell,Immune,AT0,0
alveolar type 2 fibroblast cell,Immune,Alveolar Mph CCL3+,0
alveolar type 2 fibroblast cell,Immune,Alveolar Mph MT-positive,0
alveolar type 2 fibroblast cell,Immune,Alveolar Mph proliferating,0
alveolar type 2 fibroblast cell,Immune,Club (nasal),0
alveolar type 2 fibroblast cell,Immune,Club (non-nasal),0
alveolar type 2 fibroblast cell,Immune,Goblet (bronchial),0
alveolar type 2 fibroblast cell,Immune,Goblet (nasal),0
alveolar type 2 fibroblast cell,Immune,Goblet (subsegmental),0
alveolar type 2 fibroblast cell,Immune,Interstitial Mph perivascular,0
alveolar type 2 fibroblast cell,Immune,Monocyte-derived Mph,0
alveolar type 2 fibroblast cell,Immune,Multiciliated (nasal),0
alveolar type 2 fibroblast cell,Immune,Multiciliated (non-nasal),0
alveolar type 2 fibroblast cell,Immune,None,0
alveolar type 2 fibroblast cell,Immune,SMG serous (bronchial),0
alveolar type 2 fibroblast cell,Immune,SMG serous (nasal),0
alveolar type 2 fibroblast cell,Immune,pre-TB secretory,0
alveolar type 2 fibroblast cell,Stroma,AT0,0
alveolar type 2 fibroblast cell,Stroma,Alveolar Mph CCL3+,0
alveolar type 2 fibroblast cell,Stroma,Alveolar Mph MT-positive,0
alveolar type 2 fibroblast cell,Stroma,Alveolar Mph proliferating,0
alveolar type 2 fibroblast cell,Stroma,Club (nasal),0
alveolar type 2 fibroblast cell,Stroma,Club (non-nasal),0
alveolar type 2 fibroblast cell,Stroma,Goblet (bronchial),0
alveolar type 2 fibroblast cell,Stroma,Goblet (nasal),0
alveolar type 2 fibroblast cell,Stroma,Goblet (subsegmental),0
alveolar type 2 fibroblast cell,Stroma,Interstitial Mph perivascular,0
alveolar type 2 fibroblast cell,Stroma,Monocyte-derived Mph,0
alveolar type 2 fibroblast cell,Stroma,Multiciliated (nasal),0
alveolar type 2 fibroblast cell,Stroma,Multiciliated (non-nasal),0
alveolar type 2 fibroblast cell,Stroma,None,10321
alveolar type 2 fibroblast cell,Stroma,SMG serous (bronchial),0
alveolar type 2 fibroblast cell,Stroma,SMG serous (nasal),0
alveolar type 2 fibroblast cell,Stroma,pre-TB secretory,0
respiratory hillock cell,Endothelial,AT0,0
respiratory hillock cell,Endothelial,Alveolar Mph CCL3+,0
respiratory hillock cell,Endothelial,Alveolar Mph MT-positive,0
respiratory hillock cell,Endothelial,Alveolar Mph proliferating,0
respiratory hillock cell,Endothelial,Club (nasal),0
respiratory hillock cell,Endothelial,Club (non-nasal),0
respiratory hillock cell,Endothelial,Goblet (bronchial),0
respiratory hillock cell,Endothelial,Goblet (nasal),0
respiratory hillock cell,Endothelial,Goblet (subsegmental),0
respiratory hillock cell,Endothelial,Interstitial Mph perivascular,0
respiratory hillock cell,Endothelial,Monocyte-derived Mph,0
respiratory hillock cell,Endothelial,Multiciliated (nasal),0
respiratory hillock cell,Endothelial,Multiciliated (non-nasal),0
respiratory hillock cell,Endothelial,None,0
respiratory hillock cell,Endothelial,SMG serous (bronchial),0
respiratory hillock cell,Endothelial,SMG serous (nasal),0
respiratory hillock cell,Endothelial,pre-TB secretory,0
respiratory hillock cell,Epithelial,AT0,0
respiratory hillock cell,Epithelial,Alveolar Mph CCL3+,0
respiratory hillock cell,Epithelial,Alveolar Mph MT-positive,0
respiratory hillock cell,Epithelial,Alveolar Mph proliferating,0
respiratory hillock cell,Epithelial,Club (nasal),0
respiratory hillock cell,Epithelial,Club (non-nasal),0
respiratory hillock cell,Epithelial,Goblet (bronchial),0
respiratory hillock cell,Epithelial,Goblet (nasal),0
respiratory hillock cell,Epithelial,Goblet (subsegmental),0
respiratory hillock cell,Epithelial,Interstitial Mph perivascular,0
respiratory hillock cell,Epithelial,Monocyte-derived Mph,0
respiratory hillock cell,Epithelial,Multiciliated (nasal),0
respiratory hillock cell,Epithelial,Multiciliated (non-nasal),0
respiratory hillock cell,Epithelial,None,4600
respiratory hillock cell,Epithelial,SMG serous (bronchial),0
respiratory hillock cell,Epithelial,SMG serous (nasal),0
respiratory hillock cell,Epithelial,pre-TB secretory,0
respiratory hillock cell,Immune,AT0,0
respiratory hillock cell,Immune,Alveolar Mph CCL3+,0
respiratory hillock cell,Immune,Alveolar Mph MT-positive,0
respiratory hillock cell,Immune,Alveolar Mph proliferating,0
respiratory hillock cell,Immune,Club (nasal),0
respiratory hillock cell,Immune,Club (non-nasal),0
respiratory hillock cell,Immune,Goblet (bronchial),0
respiratory hillock cell,Immune,Goblet (nasal),0
respiratory hillock cell,Immune,Goblet (subsegmental),0
respiratory hillock cell,Immune,Interstitial Mph perivascular,0
respiratory hillock cell,Immune,Monocyte-derived Mph,0
respiratory hillock cell,Immune,Multiciliated (nasal),0
respiratory hillock cell,Immune,Multiciliated (non-nasal),0
respiratory hillock cell,Immune,None,0
respiratory hillock cell,Immune,SMG serous (bronchial),0
respiratory hillock cell,Immune,SMG serous (nasal),0
respiratory hillock cell,Immune,pre-TB secretory,0
respiratory hillock cell,Stroma,AT0,0
respiratory hillock cell,Stroma,Alveolar Mph CCL3+,0
respiratory hillock cell,Stroma,Alveolar Mph MT-positive,0
respiratory hillock cell,Stroma,Alveolar Mph proliferating,0
respiratory hillock cell,Stroma,Club (nasal),0
respiratory hillock cell,Stroma,Club (non-nasal),0
respiratory hillock cell,Stroma,Goblet (bronchial),0
respiratory hillock cell,Stroma,Goblet (nasal),0
respiratory hillock cell,Stroma,Goblet (subsegmental),0
respiratory hillock cell,Stroma,Interstitial Mph perivascular,0
respiratory hillock cell,Stroma,Monocyte-derived Mph,0
respiratory hillock cell,Stroma,Multiciliated (nasal),0
respiratory hillock cell,Stroma,Multiciliated (non-nasal),0
respiratory hillock cell,Stroma,None,0
respiratory hillock cell,Stroma,SMG serous (bronchial),0
respiratory hillock cell,Stroma,SMG serous (nasal),0
respiratory hillock cell,Stroma,pre-TB secretory,0
